2020-12-19 23:55:17,b'@maxxrpbtc You mean Mr. Uber Driver?'
2020-12-19 23:55:03,"b""I've been struggling to draw my own mc character for like a wee but Ella is like Boom here is a uber cute design"""
2020-12-19 23:55:02,b'RT @B_ELRUFAI: I would like to personally thank and mention a Mr. Sunday Chukuwu Ebuka. An Uber driver in Abuja that returned my IPhone aft\xe2\x80\xa6'
2020-12-19 23:54:51,"b""@bybrialynn We'd like to look into this. Please provide the phone number associated with your Uber account as well\xe2\x80\xa6 https://t.co/L1ozB3UrcY"""
2020-12-19 23:54:51,b'This. https://t.co/4E3o0kGA0i'
2020-12-19 23:54:39,b'@UberEats @Uber @Uber_Support UBER EATS CHARGED ME $40.08 TWICE FOR ONE ORDER ON 7/18/20. UBER SUPPORT WOULD NOT HE\xe2\x80\xa6 https://t.co/5iZMhdyevo'
2020-12-19 23:54:27,"b'@AutisticPb I would say special interests/passions; ""uber-liking"" stuff - where the detail &amp; the world of infodump/\xe2\x80\xa6 https://t.co/K0TtbM3GxH'"
2020-12-19 23:54:22,b'Vantrue N4 Dash Cam 20% OFF PROMO!!! https://t.co/HapkaGa4f2 via @YouTube \n#uberscams #uber #uberdriver #vantrue\xe2\x80\xa6 https://t.co/eCdugVicda'
2020-12-19 23:54:17,b'Ok people I\xe2\x80\x99m hungry but I don\xe2\x80\x99t want to cook what sounds good to order from Uber eats help me out !!!!!'
2020-12-19 23:54:06,b'@Uber_Support I submitted a help ticket 2 hours ago and have not gotten an email response. I am trying to log in to\xe2\x80\xa6 https://t.co/rCeYTh4yN2'
2020-12-19 23:54:05,b'@ednaraaraujoo uber \xf0\x9f\xa4\x9d'
2020-12-19 23:54:01,b'@leivyon @Tara_lyn1 @Catlady762 @roche_toni @helenstaniland @Kezfromchadders @KirstiMiller30 @Jeeeez17 @4ndreaCD\xe2\x80\xa6 https://t.co/aiJLfzYGpD'
2020-12-19 23:53:57,b'@SteveSchmidt9 Enjoy and make sure to Uber \xf0\x9f\x98\x81\n\n\xf0\x9f\x8d\xbb'
2020-12-19 23:53:51,"b""Worst customer service ever just told me I had to wait til it's delayed again before I could get a refund. Unbeliev\xe2\x80\xa6 https://t.co/yBVzYG0vgR"""
2020-12-19 23:53:50,b'Being high in an Uber feels like riding in the back of a taxi in GTA 4.'
2020-12-19 23:53:48,b'I COULD SCREAMMM LOOOOOLL I REALLY OPENED A RANDOM MANS CAR DOOR WHO TURNED OUT TO NOT BE MY UBER DRIVER'
2020-12-19 23:53:42,"b""@NateeJames We're here to help. Please send us a DM with the phone number associated with your account as well as m\xe2\x80\xa6 https://t.co/4LYdsnV1fK"""
2020-12-19 23:53:39,b'JUST BECAUSE YOU CAN DRIVE A STICK DOESNT MEAN YOU SHOULD i\xe2\x80\x99m finna throw up in the back of this uber \xf0\x9f\xa4\xae'
2020-12-19 23:53:31,b'@Uber_Support my account activation is taking too long my email is dhairyamongia39@gmail.com it has already been 4 days already'
2020-12-19 23:53:11,"b'@MrOH1O To the ACC and SEC uber-fans and coaches, particularly Dabo. https://t.co/diZb7Kk4P1'"
2020-12-19 23:53:02,b'My Uber eats driver delivered my popeyes and why my food smell like backwoods https://t.co/SYvSCqv4LC'
2020-12-19 23:53:01,b'RT @rubyjooce: VIVA UBEREATS DRIVERS! SUPPORT THE STRIKE ACTION AND PRESSURE UBER TO MEET THE WORKERS REQUESTS!!! https://t.co/SPKZTpa5zZ'
2020-12-19 23:52:50,"b'@HamillHimself Yeah, some Uber Eats commercials, takes your mind off politics.'"
2020-12-19 23:52:49,"b'RT @beingbernz: I miss girls nights out so much like when Stephanie forgets her phone in the Uber, Lindsay cries all night for no reason, a\xe2\x80\xa6'"
2020-12-19 23:52:47,b'So how well does MrBeast pay his workers? And why is he taking advantage of Uber drivers who are underpaid and over\xe2\x80\xa6 https://t.co/Jj9uXaGTLb'
2020-12-19 23:52:44,"b""@UberEats getting error ordering food, what's up? Please help. There was an error processing your order. Nothing on https://t.co/Uy32QaKo3J"""
2020-12-19 23:52:42,"b'@GladysB Make masks compulsory at the airport, on planes , buses , trains, uber ,taxis all public transport, hospitals, medical centres,'"
2020-12-19 23:52:28,b'same LMAO 40-50 uber eats type shit https://t.co/rwwqiohad3'
2020-12-19 23:52:22,b'I agree Newark is the best airport but for Manhattan dwellers nothing is more convenient than hopping on the bus or\xe2\x80\xa6 https://t.co/whZjMq0usE'
2020-12-19 23:52:21,b'@Uber_Support No you havent'
2020-12-19 23:52:17,"b'RT @MarcelMcClinton: Teachers, bus drivers, gas station clerks, grocery store workers, hospital employees, custodians, Uber/Lyft drivers sh\xe2\x80\xa6'"
2020-12-19 23:52:14,b'Uber drive speaks only Spanish'
2020-12-19 23:52:09,b'Fat pay check\nFat Uber order\nFat ass'
2020-12-19 23:52:03,b'@KEEMSTAR Saw it yesterday on my Uber eats and I was confused till he dropped the video today'
2020-12-19 23:52:01,"b""Very bullish on Uber Kalanick's new concept Cloud Kitchens.\n\nFeels like Fulfillment by Amazon for food.\n\nSeasoned,\xe2\x80\xa6 https://t.co/qNWxlwVCj6"""
2020-12-19 23:52:00,"b""@Uber_Support And now it's locked me out of my account for 24 hours because of your poor face recognition. I'm star\xe2\x80\xa6 https://t.co/gWjHJC5Hqk"""
2020-12-19 23:51:54,"b""@HobockRyan I would buy my daughter a birthday cake (she's 14 today) and take an Uber to pick up the two gifts I ordered online."""
2020-12-19 23:51:53,b'RT @angelitamandaa: I miss walking from the club to the Uber like this at 3am  https://t.co/vPwCR6tQns'
2020-12-19 23:51:51,b'@FanumTV Stop Uber eating if u ain\xe2\x80\x99t money to tip n stop being a lazy mf go n get it urself'
2020-12-19 23:51:48,b'RT @soulphoodie: \xf0\x9f\x98\xa1\xf0\x9f\x98\xa1Turns Out Pretty Much Anyone Can Claim to Be a Black-Owned Business on Uber Eats https://t.co/VB9ypmVWnW via @gizmodo ht\xe2\x80\xa6'
2020-12-19 23:51:43,b'Last year I was driving for Uber eats &amp; working at a pizza place while me &amp; my dog lived in my car that I couldn\xe2\x80\x99t\xe2\x80\xa6 https://t.co/xtEFy0yxDh'
2020-12-19 23:51:37,b'@LILUZIVERT Damn Uzi Uber still left out'
2020-12-19 23:51:31,b'@DeciderDivider @RhymesRadical @TheTrueAmerica5 @Gr3Te4rights @OpenDoorMedia1 @PickleRick1960 @Cygnus52477072 @0rf\xe2\x80\xa6 https://t.co/5UT2r9XNYo'
2020-12-19 23:51:29,b'out here hoping my uber crashes (but not in a injury-inducing manner) so i can call out of work'
2020-12-19 23:51:23,b'Coronavirus: #Uber offering 10 million free or discounted rides to vaccination sites - KIRO Seattle\xe2\x80\xa6 https://t.co/o6ScwT1eBk'
2020-12-19 23:51:23,b'Uber creates outdoor dining pavilion for Harlem restaurants https://t.co/swidbarBYo'
2020-12-19 23:51:22,b'Maybe should change their name to UBER -.'
2020-12-19 23:51:20,b'RT @B_ELRUFAI: I would like to personally thank and mention a Mr. Sunday Chukuwu Ebuka. An Uber driver in Abuja that returned my IPhone aft\xe2\x80\xa6'
2020-12-19 23:51:18,b'@Uber_Support @Uber have left phone in a taxi this evening. Can you help?'
2020-12-19 23:51:18,b'i ordered uber eats and light a candle this is the most self care i do'
2020-12-19 23:51:14,b'@cburniske Imagine: Uber is the largest taxi service in the world. Crypto will change that! Using the Ethereum plat\xe2\x80\xa6 https://t.co/if8zys7wN3'
2020-12-19 23:50:54,b'whoa-man #tor is an uber-whoa-man #tor plan #tor2017 for secure ops'
2020-12-19 23:50:52,b'how do i find the mr beast restaurant on uber eats i KNOW one is near me'
2020-12-19 23:50:52,"b'@gabrielbarton @Uber It was the black and grey American flag with the blue line, and a German Shepard on part of the lower right side.'"
2020-12-19 23:50:51,b'\xe2\x80\x9cWaited for uber carpool \xe2\x80\x9c'
2020-12-19 23:50:28,b'RT @maxrico1993: Gave a lady on Uber a ride was saying her husband back home watching the kids for the weekend and I dropped her off with a\xe2\x80\xa6'
2020-12-19 23:50:27,"b'Bought a new (well, used, but lightly) custom Ethan Allen sofa off Facebook Marketplace! I also used Facebook\xe2\x80\x99s new\xe2\x80\xa6 https://t.co/K5gWBbAPpu'"
2020-12-19 23:50:14,"b'RT @ravikalaria: @UberEats Hi team, I can not open the chat window in my Uber application. I need assistance because there\xe2\x80\x99s is an issue wi\xe2\x80\xa6'"
2020-12-19 23:50:10,b'@brittneymemphis Hell I\xe2\x80\x99ll Uber it then'
2020-12-19 23:49:55,b'Uber Eats but for cheeseboards\n\nLove a good C.B'
2020-12-19 23:49:51,"b'I am done with @Uber there @Uber_Support is terrible. Look for my video on YouTube, TikTok with 100 messages back a\xe2\x80\xa6 https://t.co/A7Cc3cZTLS'"
2020-12-19 23:49:48,b'I saw this on Uber Eats yesterday and thought it was a scam... but I guess it\xe2\x80\x99s real lmao https://t.co/LckbxwvCp3'
2020-12-19 23:49:33,b'does using the uber eats app overwhelm you or are u ok'
2020-12-19 23:49:30,"b""Dad ain't home &amp; I doubt mum will wanna drive me so might have to get a Uber"""
2020-12-19 23:49:30,b'Best part of this nonsense: the uber privileged Asian attention whore behind this cooks...just guess. https://t.co/Uv3vZdZKTN'
2020-12-19 23:49:27,b'$pbx $pbx.v Is the car dealership industry about to make a huge shift to online sales and home delivery? I think so\xe2\x80\xa6 https://t.co/cO63pwdhOK'
2020-12-19 23:49:20,b'@Lionheart0130 Here to assist. Please send us a DM with the phone number associated with your account as well as th\xe2\x80\xa6 https://t.co/xSiwPOqqzx'
2020-12-19 23:49:11,"b'RT @surajyengde: The peddlers of woke, feel-good radicalism are also the ruling class, dominant castes of the native society who salivate t\xe2\x80\xa6'"
2020-12-19 23:49:11,b'@Uber @DoorDash @lyft @Instacart #supportdelivery I am Ordering Takeout tonigh. Let\xe2\x80\x99s help our \xf0\x9f\x99\x8fneighbors  and crea\xe2\x80\xa6 https://t.co/u6rSA55cpC'
2020-12-19 23:49:09,b'I just rang my Uber eats guys number by accident I\xe2\x80\x99m embarrassed'
2020-12-19 23:49:09,b'@Uber_Support Then refund me lol'
2020-12-19 23:49:06,b'@ValoInfinity @duncantrussell I remember getting an ad of this while being in a fucking uber going to work because\xe2\x80\xa6 https://t.co/FDStz3bFTH'
2020-12-19 23:48:49,b'The great thing about these Garmin sports watches is that they can notify you when your Uber eats order is on the way.'
2020-12-19 23:48:49,"b""@skrxwd We're here to assist. We've sent you a DM. Please check your inbox. Thank you."""
2020-12-19 23:48:48,b'@killua71979 Yes they took his dimensional Uber abilities out of commission so his legs are next'
2020-12-19 23:48:27,b'@Catherine_andy @Uber_Support Yeah I\xe2\x80\x99ve not heard shit and the charge is still there. I\xe2\x80\x99m so filthy about it becaus\xe2\x80\xa6 https://t.co/05cuQIZuXm'
2020-12-19 23:48:04,"b'Bonnie will be Uber Service to transport Ruby, Emerson, and Maeve Luzzatto (11, 9, and almost 7) so you\xe2\x80\x99ll have som\xe2\x80\xa6 https://t.co/vwJ69pT5Q8'"
2020-12-19 23:48:02,b'Uber nigga FLYING through these potholes dude doesnt give a fuck about his suspension'
2020-12-19 23:47:54,"b""@Uber_Anne Please bear my children (when you're available, I'll take a number)"""
2020-12-19 23:47:38,b'My fat ass just ordered a dozen of Krispy Kreme\xe2\x80\x99s on Uber Eats. https://t.co/vMIFkSXg1I'
2020-12-19 23:47:18,"b'$uber ($50.6) has received 8 new re-ratings in Dec. All 8 assigned it  a ""BUY"" the avg. PT is $62.27, the biggest b\xe2\x80\xa6 https://t.co/DI05obVrq5'"
2020-12-19 23:47:14,"b""@mshamburger1 Strip off the purple and gold outside the locker room and GTFOH. I'll pay for his Uber."""
2020-12-19 23:47:05,"b""@HighGroundLover We're here to help. Please send us a DM with the phone number associated with your Uber account, s\xe2\x80\xa6 https://t.co/8uq5eFwPZj"""
2020-12-19 23:47:01,"b'@UberEats Hi team, I can not open the chat window in my Uber application. I need assistance because there\xe2\x80\x99s is an i\xe2\x80\xa6 https://t.co/FiIZuBAH8Y'"
2020-12-19 23:46:59,"b""@winchmoreman @Sammyscarf @The_LCDC @AtilMourad Short: TfL said they were minded to believe Uber's booking system wasn't compliant."""
2020-12-19 23:46:58,"b'RT @CrazyNormie: Antizionists seek to paint Jews as the uber-privileged force behind the last 500 years of Euro-American colonialism, slave\xe2\x80\xa6'"
2020-12-19 23:46:57,"b""@badfeet3 @MrBeastYT I was going to uber eats from there yesterday but didn't want to spend $30 on a burger and fries."""
2020-12-19 23:46:54,b'RT @soulphoodie: \xf0\x9f\x98\xa1\xf0\x9f\x98\xa1Turns Out Pretty Much Anyone Can Claim to Be a Black-Owned Business on Uber Eats https://t.co/VB9ypmVWnW via @gizmodo ht\xe2\x80\xa6'
2020-12-19 23:46:53,b'RT @soulphoodie: \xf0\x9f\x98\xa1\xf0\x9f\x98\xa1Turns Out Pretty Much Anyone Can Claim to Be a Black-Owned Business on Uber Eats https://t.co/VB9ypmVWnW via @gizmodo ht\xe2\x80\xa6'
2020-12-19 23:46:51,"b'RT @LukeMones: normalize accidentally saying ""ok love you"" while getting out of an uber'"
2020-12-19 23:46:27,b'@Uber_Support How to avoid getting your deliveyu to another address you didnt request or even type?'
2020-12-19 23:46:19,b'Hungry af! Hurry up Uber Eats with my chicken wrap \xf0\x9f\xa5\xba\xf0\x9f\x98\xa9'
2020-12-19 23:46:07,b'DJ Consequence Ft Hanujay \xe2\x80\x93 Uber\xc2\xa0Refix https://t.co/rPhTUB6FUX'
2020-12-19 23:45:54,b'i have beef with uber'
2020-12-19 23:45:52,"b""@MD08717853 We're happy to help. Please send us a DM with the mobile number associated with your Uber account as we\xe2\x80\xa6 https://t.co/Fdd4Seo9qm"""
2020-12-19 23:45:51,"b'@SeimenBurum Yes. Boris most certainly. With the Uber-Libertarians dragging him one way, the scientific advisers an\xe2\x80\xa6 https://t.co/FNi2GB8Nk5'"
2020-12-19 23:45:47,b'@xchhjx heyo !! tis jas \xf0\x9f\x98\x8e YOURE UBER COOL AND ILYSM'
2020-12-19 23:45:40,"b'Picked up some @DTKitchener @crafty_ramen ... Tokyo Salaryman and Chicken Tantan Men &gt;&gt;&gt; ""Perfect!"" *If you can*, s\xe2\x80\xa6 https://t.co/QBRCUUM0tW'"
2020-12-19 23:45:37,"b""@Kelvin_d_s Hi Kelvin, we've replied to your DM. Please check your messages and let us know if there is anything else we can do to help."""
2020-12-19 23:45:36,b'@theprincedylan @Uber What did the sticker look like?'
2020-12-19 23:45:35,b'#uber vibe im on my takumi wave tonight'
2020-12-19 23:45:35,"b'The peddlers of woke, feel-good radicalism are also the ruling class, dominant castes of the native society who sal\xe2\x80\xa6 https://t.co/Qhwy5NYwJe'"
2020-12-19 23:45:31,b'Y\xe2\x80\x99all.. I tried to do Uber today. Give it a try. Extra money for my vacation. ... why tf did these people request a\xe2\x80\xa6 https://t.co/wDebJ7rSe4'
2020-12-19 23:45:29,b'RT @ericvdunn: @AustinNull Hella Twitch streamers got Wendys meals on Uber Eats. Pretty fun sponsorship'
2020-12-19 23:45:28,"b""@ohio_mtg @UberEats @Uber_Support @DoorDash Nope it was $30 off first order. Showed up in the app. Didn't apply, me\xe2\x80\xa6 https://t.co/DRqkUvenGw"""
2020-12-19 23:45:26,"b""RT @PrimoMosi: @ChefHoneyWood Callin his Uber cause he thought this was the Playa's Ball https://t.co/Ow1oE2ceoz"""
2020-12-19 23:45:14,"b'RT @BaconOverHoes: i\xe2\x80\x99ll never be uber masculine, and im ok with that \xe2\x99\xa5\xef\xb8\x8f https://t.co/NcYe7yHrR7'"
2020-12-19 23:45:13,b'@TX4Silver You\xe2\x80\x99d have to get an Uber Boat home though \xf0\x9f\x98\xab\xf0\x9f\x98\x86'
2020-12-19 23:45:06,b'They say it\xe2\x80\x99s cheaper to keep her... I told her the Uber waiting.'
2020-12-19 23:45:05,b'@MrBeastYT Ah this explains the Uber app lol'
2020-12-19 23:45:01,"b'@Uber_Support I\'m still waiting to hear from someone after only getting a message saying ""We have sent my concern t\xe2\x80\xa6 https://t.co/5MYmODZ5At'"
2020-12-19 23:44:58,b'Uber drivers who keep trying to talk while u got headphones in &lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;'
2020-12-19 23:44:51,b'My Uber driver can sing his ass off !!!!'
2020-12-19 23:44:30,"b""@Uber_Anne I'm good with the kids I have, but if by some miracle I could carry one I'd want to.   Just once.\n\nBut m\xe2\x80\xa6 https://t.co/rRhnwnO3sa"""
2020-12-19 23:44:29,b'@MsBugzvii twitch for being uber late https://t.co/EoUg4SDWZs'
2020-12-19 23:44:23,"b'\xe2\x80\x9chmm off night i guess, be easy tho my uber here\xe2\x80\x9d https://t.co/e5smdZigDl'"
2020-12-19 23:44:21,"b'Are we still using ""uber"" as an adjective?'"
2020-12-19 23:44:21,b'@Molson_Hart Yep exactly. I just checked Ubereats and it\xe2\x80\x99s already on there.  \n\nSo basically Travis K the Ex CEO of\xe2\x80\xa6 https://t.co/crHLfRZp4s'
2020-12-19 23:44:05,b'then said he had to use the bathroom. Ff 30 minutes my phone was fully charged and I was about to power it on. The\xe2\x80\xa6 https://t.co/j5dAdnJdpW'
2020-12-19 23:44:02,b'The broken business model of Uber and Lyft is taking a heavy toll on society https://t.co/355b1PJqpt https://t.co/2jlfMPqbCl'
2020-12-19 23:43:58,"b""My Uber driver's car reeked of weed and he was busting lights getting me to a bar. That's hustle I can appreciate."""
2020-12-19 23:43:49,"b""@capn_treevi We're here to help. We've been in touch via DM. If you have any questions, please let us know by replying to that message."""
2020-12-19 23:43:45,b'RT @shonfaye: lol remember the weird part of the summer lockdown where meeting outdoors and taxis were legal but public lavatories were not\xe2\x80\xa6'
2020-12-19 23:43:41,"b'Uber Eats but it\xe2\x80\x99s unclear if she was delivering food at the time she was killed, a source said. If so, she would b\xe2\x80\xa6 https://t.co/QROkjeZBRd'"
2020-12-19 23:43:21,b'@Uber_Anne And we can help!'
2020-12-19 23:43:20,b'@LavenderCodes I look on uber eats if that makes sense'
2020-12-19 23:43:19,"b'I invested in three good sets of hanging toys for Marshmallow today, in hopes that it will keep her from chewing th\xe2\x80\xa6 https://t.co/ln2cbHnmEZ'"
2020-12-19 23:43:07,"b'@Uber_Support hey! I got a notification for a 40% discount and it\xe2\x80\x99s not in my account, what gives?'"
2020-12-19 23:43:07,"b'@HowieHawkins Howie, the workers themselves could stop driving Uber and Lyft and start their own drive cooperatives\xe2\x80\xa6 https://t.co/BEk7Rxmr8Q'"
2020-12-19 23:42:59,b'@Minuu09 Yeah its bomb but they always get my order wrong when I uber eats'
2020-12-19 23:42:56,b'How many wrong turns do y\xe2\x80\x99all let your uber make before you get nervous ?'
2020-12-19 23:42:52,"b""@MrBeastYT @KarlJacobs_ @Corpse_Husband Mr B's I'm actually very happy with you it's for doing that because it's be\xe2\x80\xa6 https://t.co/qnqMDppPP2"""
2020-12-19 23:42:52,"b'@Purewater71 @dbsfla2003 @StellaParton ""uber wealthy""\n\nkinda hard to ""miss the point"" when you really had no point to begin with'"
2020-12-19 23:42:47,b'@orianemessina Is it just possible that Boris has not convinced people to take the \xe2\x80\x98don\xe2\x80\x99t spread the Uber fashionab\xe2\x80\xa6 https://t.co/KVZKf8cGXH'
2020-12-19 23:42:40,"b'@RyanSpice Thanks for reaching out. We are unable to review an ongoing trip. Once the trip is completed, please sen\xe2\x80\xa6 https://t.co/9iq6E7fAki'"
2020-12-19 23:42:35,"b""@Uber @Uber_Support No Response = Truly Don't Care, WOW"""
2020-12-19 23:42:34,b'RT @RaoulGMI: BUT @dailydirtnap taught me a nice trick to help when trading huge momentum - just change the scale. This chart now looks Ube\xe2\x80\xa6'
2020-12-19 23:42:28,"b'""Samantha Josephson got into a car she thought was her Uber, she ended up dead in a rural field, police say -  https://t.co/b0Kx4ShlJI'"
2020-12-19 23:42:24,"b""What up Pewdsers! It's ya boy Danny Boi comin' at ya with a new how to programming tutorial!  But first, lets try t\xe2\x80\xa6 https://t.co/QYFophRmvm"""
2020-12-19 23:42:22,b'why is uber eats so expensive https://t.co/a5LpeXlar3'
2020-12-19 23:42:14,b'@OGShyne that\xe2\x80\x99s what i\xe2\x80\x99m saying. she talking about the metro bus my only option. like girl i coulda sworn uber and\xe2\x80\xa6 https://t.co/xX1crHZbKk'
2020-12-19 23:42:13,"b'RT @beingbernz: I miss girls nights out so much like when Stephanie forgets her phone in the Uber, Lindsay cries all night for no reason, a\xe2\x80\xa6'"
2020-12-19 23:42:12,b'RT @thequeenze: Uber driver with no blue tooth speaker? Minus one star.'
2020-12-19 23:42:02,b'\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1Turns Out Pretty Much Anyone Can Claim to Be a Black-Owned Business on Uber Eats https://t.co/VB9ypmVWnW via\xe2\x80\xa6 https://t.co/RyqjmjYd7V'
2020-12-19 23:41:55,"b'@Uber_Support Your \xe2\x80\x9csupport\xe2\x80\x9d is honestly the worst I have ever seen. My Sterling account vetting is done, but your\xe2\x80\xa6 https://t.co/UraQftCb2R'"
